rented_bike_count,hour,temperature,humidity,wind_speed,visibility,dew_point_temperature,solar_radiation,rainfall,snowfall,year,month,week,day,dayofweek,dayofyear,is_month_end,is_month_start,is_quarter_end,is_quarter_start,is_year_end,is_year_start,seasons_autumn,seasons_winter,seasons_summer,seasons_spring,holiday_yes,holiday_no,functioning_day_no,functioning_day_yes
227,23,-2.6,40,0.6,2000,-14.3,0.0,0.0,0.0,2017,12,52,31,6,365,True,False,True,False,True,False,1,0,0,0,0,1,0,1
206,0,-3.2,40,0.5,1358,-14.9,0.0,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
230,1,-3.3,41,0.7,2000,-14.7,0.0,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
178,2,-3.7,42,0.9,2000,-14.7,0.0,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
119,3,-4.0,44,1.0,2000,-14.4,0.0,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
62,4,-4.2,53,1.1,1994,-12.3,0.0,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
61,5,-4.4,54,0.8,1786,-12.3,0.0,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
65,6,-4.5,51,1.1,2000,-13.1,0.0,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
81,7,-4.7,56,1.1,2000,-12.1,0.0,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
89,8,-5.0,55,1.0,2000,-12.6,0.0,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
121,9,-4.3,39,0.7,1973,-16.2,0.15,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
139,10,-1.6,32,0.8,1766,-16.1,0.53,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
169,11,0.1,27,2.2,1874,-16.7,0.84,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
225,12,1.5,20,2.8,1992,-19.0,1.03,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
248,13,2.4,22,2.3,1921,-17.2,1.1,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
298,14,3.7,24,2.1,1906,-15.0,1.01,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
344,15,3.0,27,2.9,1715,-14.2,0.78,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
310,16,3.0,28,2.5,1864,-13.7,0.51,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
271,17,1.8,33,3.3,1913,-12.8,0.18,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
218,18,0.8,34,1.9,1887,-13.3,0.01,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
125,19,-0.1,39,1.3,1911,-12.4,0.0,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
206,20,-0.3,40,1.2,1936,-12.2,0.0,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
203,21,-0.9,44,1.2,1871,-11.6,0.0,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
168,22,-1.3,48,0.8,1927,-10.9,0.0,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
154,23,-1.6,51,0.7,1882,-10.4,0.0,0.0,0.0,2018,1,1,1,0,1,False,True,False,True,False,True,1,0,0,0,0,1,0,1
148,0,-1.8,54,1.1,1772,-9.8,0.0,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
108,1,-2.1,56,0.8,1732,-9.7,0.0,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
69,2,-2.3,62,0.9,1560,-8.6,0.0,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
41,3,-2.5,62,0.4,1626,-8.7,0.0,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
31,4,-2.7,67,0.5,1302,-7.9,0.0,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
58,5,-3.1,67,0.6,1384,-8.3,0.0,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
139,6,-3.2,67,0.4,1409,-8.4,0.0,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
344,7,-3.2,69,0.5,1249,-8.0,0.0,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
655,8,-3.4,71,0.8,1179,-7.9,0.0,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
315,9,-3.1,66,0.2,1168,-8.5,0.12,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
208,10,-1.4,50,1.9,1355,-10.5,0.38,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
269,11,-0.4,40,2.3,1633,-12.3,0.66,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
293,12,0.9,29,1.9,1761,-15.1,0.88,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
273,13,1.5,23,3.6,1970,-17.4,0.95,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
302,14,1.7,20,4.4,1995,-18.9,0.91,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
295,15,1.5,22,3.0,1998,-17.9,0.76,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
320,16,1.3,23,2.9,2000,-17.6,0.51,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
373,17,0.3,27,2.6,2000,-16.5,0.18,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
675,18,-0.8,24,2.3,2000,-18.9,0.01,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
403,19,-1.3,28,2.4,2000,-17.5,0.0,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
364,20,-1.9,26,2.2,2000,-18.9,0.0,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
304,21,-2.6,28,2.0,2000,-18.6,0.0,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
273,22,-3.4,33,2.4,2000,-17.4,0.0,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
186,23,-3.8,35,2.3,2000,-17.0,0.0,0.0,0.0,2018,2,5,1,3,32,False,True,False,False,False,False,0,1,0,0,0,1,0,1
160,0,-4.3,38,1.4,2000,-16.5,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
130,1,-5.0,42,1.2,1993,-15.9,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
110,2,-5.5,43,2.0,2000,-16.1,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
67,3,-6.1,45,1.3,1999,-16.1,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
43,4,-6.1,45,2.3,2000,-16.1,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
67,5,-6.4,47,2.4,1981,-15.8,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
137,6,-6.7,48,2.4,1991,-15.9,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
308,7,-6.9,48,2.4,1974,-16.0,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
670,8,-7.0,49,1.5,1971,-15.9,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
342,9,-6.8,44,1.7,1858,-17.0,0.16,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
213,10,-5.6,38,2.9,1752,-17.6,0.55,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
267,11,-4.5,36,3.2,1736,-17.3,0.77,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
297,12,-3.4,32,3.1,1706,-17.7,1.02,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
279,13,-2.2,31,2.3,1910,-17.0,1.13,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
270,14,-1.5,30,2.8,1903,-16.8,1.1,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
286,15,-1.1,29,2.8,1976,-16.9,0.96,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
299,16,-0.4,30,2.0,2000,-15.9,0.62,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
382,17,-1.9,35,1.8,2000,-15.3,0.25,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
637,18,-3.1,39,2.1,2000,-15.1,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
431,19,-3.7,41,2.0,2000,-15.0,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
294,20,-3.9,44,2.5,2000,-14.3,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
335,21,-4.3,47,2.8,1997,-13.9,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
291,22,-5.2,53,1.3,1969,-13.3,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
197,23,-5.9,54,0.8,1968,-13.7,0.0,0.0,0.0,2018,3,9,1,3,60,False,True,False,False,False,False,0,1,0,0,0,1,0,1
159,0,-6.3,54,1.4,1990,-14.1,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
150,1,-6.9,56,2.3,1994,-14.2,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
123,2,-7.3,57,2.0,1978,-14.3,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
57,3,-7.4,54,1.7,1968,-15.1,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
38,4,-7.5,55,1.3,1984,-15.0,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
66,5,-7.6,49,1.3,2000,-16.4,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
120,6,-7.6,47,2.3,2000,-16.9,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
302,7,-8.1,51,0.5,1987,-16.4,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
646,8,-8.6,55,0.6,1984,-16.0,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
340,9,-7.9,48,1.2,1926,-17.0,0.14,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
197,10,-6.4,43,1.0,1872,-16.9,0.43,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
264,11,-4.4,40,0.8,1671,-16.0,0.69,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
290,12,-2.9,33,0.9,1813,-16.9,0.92,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
284,13,-2.0,32,1.0,1864,-16.5,0.91,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
262,14,-0.8,32,1.4,1846,-15.4,0.78,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
281,15,-1.2,31,0.8,1732,-16.2,0.47,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
309,16,-1.4,34,1.8,1719,-15.2,0.3,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
397,17,-2.1,37,1.4,1591,-14.8,0.09,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
603,18,-2.6,38,1.4,1604,-14.9,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
417,19,-2.7,39,1.4,1616,-14.7,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
311,20,-2.8,39,1.7,1702,-14.8,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
310,21,-3.1,41,2.0,1742,-14.5,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
306,22,-3.6,46,1.3,1689,-13.5,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
221,23,-4.0,48,1.5,1536,-13.4,0.0,0.0,0.0,2018,4,13,1,6,91,False,True,False,True,False,False,0,1,0,0,0,1,0,1
202,0,-4.7,52,1.8,1611,-13.0,0.0,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
170,1,-5.1,51,1.5,1550,-13.6,0.0,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
118,2,-5.3,52,1.6,1481,-13.6,0.0,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
67,3,-5.5,56,1.1,1453,-12.9,0.0,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
47,4,-5.1,55,1.7,1266,-12.7,0.0,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
75,5,-5.1,55,1.5,1452,-12.7,0.0,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
123,6,-5.1,54,1.3,1346,-12.9,0.0,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
327,7,-5.3,53,1.1,1300,-13.4,0.0,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
665,8,-5.3,51,1.0,1319,-13.8,0.0,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
354,9,-4.7,49,1.2,1550,-13.8,0.12,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
232,10,-3.3,50,1.3,1407,-12.2,0.4,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
308,11,-0.7,45,1.5,1429,-11.1,0.76,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
362,12,-0.3,45,2.2,1066,-10.8,1.01,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
312,13,0.9,43,2.0,1112,-10.2,0.98,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
343,14,1.4,41,2.0,1003,-10.4,0.99,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
333,15,1.5,34,2.8,1776,-12.6,0.84,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
329,16,1.0,34,2.9,2000,-13.1,0.61,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
446,17,-0.6,45,3.3,1827,-11.0,0.24,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
635,18,-1.8,44,2.2,1709,-12.4,0.01,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
443,19,-2.5,49,0.6,1436,-11.7,0.0,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
322,20,-3.4,51,1.1,1391,-12.1,0.0,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
284,21,-3.5,53,0.9,1353,-11.7,0.0,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
281,22,-3.8,53,1.3,1300,-12.0,0.0,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
189,23,-3.6,50,1.9,1284,-12.5,0.0,0.0,0.0,2018,5,18,1,1,121,False,True,False,False,False,False,0,1,0,0,0,1,0,1
184,0,-4.3,52,1.6,1247,-12.7,0.0,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
222,1,-4.8,54,1.2,1219,-12.7,0.0,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
176,2,-5.5,56,1.4,1285,-12.9,0.0,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
103,3,-5.6,56,1.0,1367,-13.0,0.0,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
61,4,-5.9,61,1.1,1260,-12.2,0.0,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
48,5,-6.1,64,1.0,1231,-11.8,0.0,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
69,6,-6.5,67,0.7,1175,-11.6,0.0,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
105,7,-6.6,65,1.0,1320,-12.0,0.0,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
186,8,-6.5,62,1.1,1503,-12.5,0.0,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
221,9,-5.8,49,1.4,1728,-14.8,0.16,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
204,10,-3.5,39,2.0,1946,-15.4,0.54,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
245,11,-1.6,35,2.1,1812,-15.1,0.87,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
283,12,0.0,35,2.3,1672,-13.6,1.07,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
356,13,0.9,28,2.4,1895,-15.6,1.18,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
370,14,1.8,29,2.0,1693,-14.3,1.14,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
373,15,2.3,27,2.2,1877,-14.8,0.92,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
352,16,2.7,27,2.2,1811,-14.4,0.64,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
354,17,1.1,31,1.7,1989,-14.1,0.26,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
271,18,-0.6,37,1.6,1797,-13.5,0.01,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
207,19,-1.2,37,1.2,1663,-14.0,0.0,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
189,20,-2.1,41,1.1,1578,-13.6,0.0,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
214,21,-2.5,47,0.8,1495,-12.2,0.0,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
218,22,-2.6,47,1.6,1492,-12.3,0.0,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
169,23,-3.2,50,0.8,1429,-12.1,0.0,0.0,0.0,2018,6,22,1,4,152,False,True,False,False,False,False,0,1,0,0,0,1,0,1
192,0,-3.8,48,0.7,1574,-13.2,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
162,1,-3.9,51,0.2,1535,-12.5,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
128,2,-4.4,53,0.3,1594,-12.5,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
102,3,-4.8,56,0.6,1505,-12.2,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
62,4,-5.1,60,0.7,1377,-11.6,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
40,5,-5.6,58,0.7,1350,-12.5,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
38,6,-5.5,52,0.7,1503,-13.8,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
60,7,-5.6,58,0.9,1368,-12.5,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
122,8,-5.3,53,1.1,1411,-13.4,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
143,9,-3.8,49,1.6,1371,-12.9,0.18,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
179,10,-1.8,40,1.8,1555,-13.6,0.48,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
214,11,0.5,35,1.4,1558,-13.2,0.75,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
278,12,1.1,34,0.9,1455,-13.0,0.6,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
265,13,1.4,34,0.8,1394,-12.7,0.5,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
331,14,1.9,32,0.7,1368,-13.0,0.41,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
368,15,2.7,31,0.9,1603,-12.7,0.43,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
333,16,2.6,32,1.0,1381,-12.4,0.27,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
349,17,2.3,33,0.2,1515,-12.3,0.13,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
270,18,1.8,34,1.2,1518,-12.4,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
246,19,1.6,35,1.0,1419,-12.2,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
233,20,1.3,38,0.4,1386,-11.4,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
236,21,1.2,39,0.6,1378,-11.2,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
214,22,1.1,40,0.5,1305,-11.0,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
149,23,1.1,39,0.6,1422,-11.3,0.0,0.0,0.0,2018,7,26,1,6,182,False,True,False,True,False,False,0,1,0,0,0,1,0,1
149,0,0.9,42,1.1,1271,-10.5,0.0,0.0,0.0,2018,8,31,1,2,213,False,True,False,False,False,False,0,1,0,0,0,1,0,1
109,1,0.9,42,0.2,1333,-10.5,0.0,0.0,0.0,2018,8,31,1,2,213,False,True,False,False,False,False,0,1,0,0,0,1,0,1
77,2,0.8,42,0.5,1275,-10.6,0.0,0.0,0.0,2018,8,31,1,2,213,False,True,False,False,False,False,0,1,0,0,0,1,0,1
53,3,0.9,43,0.4,1261,-10.2,0.0,0.0,0.0,2018,8,31,1,2,213,False,True,False,False,False,False,0,1,0,0,0,1,0,1
46,4,1.0,43,0.8,1253,-10.2,0.0,0.0,0.0,2018,8,31,1,2,213,False,True,False,False,False,False,0,1,0,0,0,1,0,1
67,5,0.8,42,1.0,1394,-10.6,0.0,0.0,0.0,2018,8,31,1,2,213,False,True,False,False,False,False,0,1,0,0,0,1,0,1
159,6,0.8,45,0.7,1268,-9.8,0.0,0.0,0.0,2018,8,31,1,2,213,False,True,False,False,False,False,0,1,0,0,0,1,0,1
374,7,0.7,44,0.8,1357,-10.1,0.0,0.0,0.0,2018,8,31,1,2,213,False,True,False,False,False,False,0,1,0,0,0,1,0,1
701,8,0.7,45,0.7,1339,-9.9,0.0,0.0,0.0,2018,8,31,1,2,213,False,True,False,False,False,False,0,1,0,0,0,1,0,1
387,9,0.8,47,0.9,1070,-9.2,0.05,0.0,0.0,2018,8,31,1,2,213,False,True,False,False,False,False,0,1,0,0,0,1,0,1
253,10,1.3,43,0.8,971,-9.9,0.16,0.0,0.0,2018,8,31,1,2,213,False,True,False,False,False,False,0,1,0,0,0,1,0,1
278,11,1.7,37,0.6,1062,-11.4,0.23,0.0,0.0,2018,8,31,1,2,213,False,True,False,False,False,False,0,1,0,0,0,1,0,1
356,12,2.7,33,2.7,1281,-12.0,0.6,0.0,0.0,2018,8,31,1,2,213,False,True,False,False,False,False,0,1,0,0,0,1,0,1
